year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2017,North Carolina,3377,1226,2633,283,798,642,916,581,1083,1664,722,283,139,473,711
2017,UCLA,3233,1210,2320,354,872,459,622,323,1028,1351,771,212,191,403,583
2017,Kentucky,3225,1134,2396,267,757,690,981,441,1013,1454,585,229,200,445,716
2017,Gonzaga,3222,1149,2280,286,749,638,890,352,1182,1534,595,265,183,450,660
2017,Oregon,3076,1091,2270,334,880,560,787,380,989,1369,614,253,248,454,615
2017,West Virginia,3014,1059,2333,275,759,621,907,509,833,1342,607,371,176,455,756
2017,Marshall,2997,1021,2237,356,962,599,816,304,942,1246,576,211,140,432,643
2017,Kansas,2995,1071,2193,318,787,535,789,408,942,1350,584,250,162,455,639
2017,Duke,2991,1019,2145,311,821,642,842,378,936,1314,484,226,172,420,675
2017,UNC Wilmington,2967,1071,2231,336,917,489,708,411,819,1230,564,234,115,364,699
2017,The Citadel,2964,980,2359,397,1166,607,802,429,764,1193,561,306,85,473,737
2017,Wyoming,2961,986,2265,369,1055,620,849,300,1099,1399,561,195,172,500,783
2017,Wichita State,2916,992,2115,310,769,622,848,408,1021,1429,586,235,140,406,676
2017,TCU,2914,1064,2284,280,790,506,738,422,931,1353,661,256,175,503,676
2017,Troy,2889,982,2153,311,867,614,848,379,930,1309,484,221,129,462,654
2017,Florida State,2873,1036,2146,233,671,568,824,396,894,1290,511,259,180,415,684
2017,Fort Wayne,2869,1055,2127,352,876,407,561,314,893,1207,576,255,129,450,592
2017,Creighton,2864,1078,2137,304,766,404,592,268,915,1183,598,212,102,434,583
2017,Arkansas,2855,997,2165,233,638,628,825,386,874,1260,498,278,172,428,739
2017,Rice,2853,946,2048,326,840,635,858,332,958,1290,484,221,129,524,670
2017,Michigan,2851,1002,2076,361,937,486,624,263,811,1074,529,219,109,348,572
2017,Xavier,2836,981,2148,267,775,607,882,422,939,1361,559,228,100,478,708
2017,Samford,2834,955,2038,279,707,645,868,329,931,1260,581,221,88,493,678
2017,Arizona,2833,977,2048,244,625,635,830,354,958,1312,501,201,119,413,625
2017,Coastal Carolina,2833,1021,2416,318,963,473,719,441,1060,1501,467,237,109,507,709
2017,Iowa State,2829,1031,2186,344,860,423,604,304,878,1182,553,272,124,355,557
2017,Oklahoma State,2828,957,2050,294,732,620,786,417,743,1160,486,252,99,432,730
2017,Central Michigan,2826,912,2153,399,1115,603,762,344,859,1203,362,181,93,362,612
2017,Texas-Arlington,2818,999,2168,310,920,510,749,405,934,1339,566,266,81,473,691
2017,USC,2816,975,2139,283,782,583,787,368,879,1247,550,252,190,397,571
2017,Iona,2813,979,2155,342,862,513,668,318,890,1208,541,239,108,422,669
2017,Ole Miss,2807,914,2162,283,815,696,926,435,940,1375,465,243,149,515,702
2017,Florida,2804,953,2118,278,775,620,851,390,884,1274,451,271,171,430,661
2017,Lipscomb,2804,939,1978,340,928,586,811,323,856,1179,599,218,104,500,702
2017,Nevada,2792,933,2082,320,837,606,859,366,950,1316,559,189,152,386,581
2017,Purdue,2790,980,2044,315,782,515,680,328,951,1279,640,181,87,453,552
2017,Notre Dame,2783,980,2139,334,869,489,611,304,856,1160,566,254,134,342,533
2017,East Tennessee State,2782,960,1967,265,693,597,850,334,879,1213,516,293,162,520,698
2017,Montana State,2779,928,2132,353,948,570,776,328,854,1182,494,197,74,440,786
2017,Villanova,2779,965,1948,311,843,538,681,303,866,1169,505,259,109,400,515
2017,Kent State,2772,986,2302,257,803,543,755,519,904,1423,449,230,134,465,685
2017,Akron,2772,949,2035,366,984,508,744,336,869,1205,517,198,118,422,653
2017,Monmouth,2761,929,2127,303,813,600,793,350,908,1258,431,235,155,425,697
2017,UMBC,2759,957,2041,330,840,515,691,288,876,1164,507,225,80,410,625
2017,Illinois-Chicago,2749,939,2113,272,746,599,843,401,982,1383,524,197,183,590,678
2017,Brigham Young,2741,937,2056,230,668,637,869,346,1024,1370,534,224,156,469,657
2017,Iowa,2738,964,2122,300,791,510,741,392,879,1271,602,252,130,473,608
2017,Wake Forest,2733,923,1955,268,697,619,796,328,830,1158,512,183,121,389,668
2017,Texas A&M-CC,2715,974,2071,195,588,572,792,355,835,1190,486,337,142,485,703
2017,Weber State,2712,908,1866,312,749,584,788,229,843,1072,443,176,117,396,596
2017,Indiana,2711,959,2004,295,776,498,683,393,904,1297,489,209,157,517,682
2017,South Carolina,2705,923,2198,248,735,611,875,438,857,1295,467,288,142,480,751
2017,Louisiana,2704,945,2022,231,673,583,839,420,797,1217,475,233,91,438,621
2017,Florida Gulf Coast,2701,1007,2017,221,636,466,664,363,876,1239,527,207,116,422,635
2017,Oakland,2699,935,2057,247,738,582,765,327,934,1261,576,266,170,461,592
2017,Middle Tennessee State,2697,1014,2077,228,622,441,631,326,899,1225,552,242,100,374,655
2017,Eastern Washington,2695,947,1975,281,741,520,675,293,868,1161,421,158,162,414,679
2017,Tennessee-Martin,2693,966,2066,287,812,474,689,437,836,1273,555,228,123,528,606
2017,UMKC,2691,911,2076,315,848,554,777,338,839,1176,451,236,92,509,772
2017,Omaha,2685,895,1972,297,765,598,799,328,800,1128,442,262,107,444,616
2017,South Dakota State,2683,881,1938,318,883,603,782,298,891,1189,459,180,83,453,584
2017,New Mexico State,2678,913,1957,252,747,600,843,422,883,1305,505,166,128,465,627
2017,Wisconsin,2678,971,2136,283,789,453,703,431,888,1319,503,249,130,411,602
2017,Ball State,2677,929,2014,319,841,500,696,323,925,1248,529,203,118,496,658
2017,Toledo,2675,944,1966,262,724,525,755,322,919,1241,551,135,92,447,574
2017,Cincinnati,2674,969,2117,264,765,472,688,422,870,1292,559,260,178,360,567
2017,Bucknell,2667,942,1961,286,754,497,730,286,873,1159,510,252,134,466,655
2017,Canisius,2665,943,2066,309,832,470,639,356,738,1094,601,230,64,446,659
2017,Northern Kentucky,2659,928,2037,300,859,503,740,359,895,1254,486,200,98,468,622
2017,Campbell,2653,909,1992,294,798,541,720,271,904,1175,432,244,147,476,662
2017,Portland State,2645,959,1991,238,697,489,743,304,724,1028,491,307,81,376,590
2017,South Dakota,2639,907,2044,224,656,601,852,328,897,1225,415,231,115,401,657
2017,Murray State,2639,899,2040,289,803,552,751,374,823,1197,458,198,75,403,659
2017,North Florida,2637,926,2025,295,841,490,748,393,879,1272,447,185,143,540,639
2017,Marquette,2631,919,1889,336,783,457,585,270,767,1037,525,231,115,396,620
2017,Louisville,2628,952,2085,238,670,486,708,441,875,1316,461,227,185,375,652
2017,UNC Greensboro,2628,947,2043,308,807,426,603,382,810,1192,525,245,133,472,638
2017,Lamar,2623,907,1977,265,732,544,814,373,775,1148,481,271,95,454,733
2017,VCU,2616,945,2050,199,602,527,747,363,873,1236,525,263,138,435,728
2017,Youngstown State,2616,981,2230,250,750,404,601,321,870,1191,513,187,107,406,566
2017,Winthrop,2615,891,1957,313,839,520,725,295,882,1177,423,216,169,430,605
2017,Utah Valley,2615,886,2028,300,937,543,767,295,1023,1318,530,216,123,522,667
2017,Colorado State,2611,879,2070,257,758,596,815,392,945,1337,397,218,123,392,618
2017,Virginia Tech,2610,887,1813,290,720,546,741,231,803,1034,497,131,91,398,543
2017,Southern Methodist,2599,914,1936,286,705,485,697,403,904,1307,567,200,117,375,505
