year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2016,North Carolina,3311,1235,2561,224,685,617,826,537,1034,1571,708,269,177,431,718
2016,Villanova,3118,1086,2247,347,959,599,766,333,1006,1339,637,282,136,440,681
2016,Brigham Young,3093,1096,2369,330,863,571,827,410,1044,1454,611,256,161,434,690
2016,Kansas,3089,1092,2207,304,728,601,843,377,1018,1395,604,253,158,478,719
2016,Oakland,3023,1002,2186,316,794,703,913,388,954,1342,545,215,116,399,667
2016,Green Bay,3013,1048,2350,255,730,662,1007,438,904,1342,501,358,166,440,724
2016,Oregon,2990,1041,2230,260,758,648,907,419,914,1333,517,275,221,430,674
2016,Oklahoma,2948,1018,2225,382,906,530,734,375,982,1357,537,247,188,484,630
2016,Duke,2920,983,2135,328,851,626,866,398,833,1231,480,224,156,354,603
2016,Indiana,2891,1021,2034,345,830,504,689,396,858,1254,560,239,137,475,647
2016,Nevada,2878,973,2293,202,658,730,992,438,1053,1491,478,254,216,495,788
2016,George Washington,2875,980,2194,269,726,646,858,419,967,1386,535,230,125,426,621
2016,North Florida,2865,1000,2065,411,1002,454,624,279,858,1137,559,177,172,383,551
2016,Iowa State,2862,1087,2159,293,758,395,563,291,913,1204,577,218,142,398,542
2016,Kentucky,2861,1028,2149,244,666,561,813,438,914,1352,512,206,207,400,735
2016,Monmouth,2861,963,2214,282,770,653,850,354,975,1329,443,296,128,443,767
2016,Washington,2853,964,2264,249,752,676,932,449,863,1312,488,258,222,468,813
2016,Gonzaga,2840,1011,2082,281,739,537,708,354,1015,1369,502,185,111,418,623
2016,Marshall,2838,1017,2183,332,985,472,681,323,869,1192,554,226,103,424,637
2016,Texas A&M,2828,991,2208,281,823,565,841,451,966,1417,613,260,133,447,668
2016,East Tennessee State,2813,984,2135,295,779,550,774,355,900,1255,447,240,136,462,725
2016,Michigan State,2793,1009,2078,321,739,454,623,408,1009,1417,719,156,177,416,671
2016,Creighton,2787,979,2081,283,805,546,780,322,944,1266,537,211,108,406,661
2016,Valparaiso,2782,964,2178,298,829,556,769,440,1033,1473,526,246,175,477,731
2016,VCU,2781,1010,2238,262,745,499,721,421,881,1302,517,309,135,414,706
2016,Saint Joseph's,2780,976,2153,251,767,577,806,342,994,1336,534,184,119,362,583
2016,Utah,2778,977,2000,273,746,551,764,335,962,1297,557,199,149,451,549
2016,Vermont,2774,986,2051,255,666,547,772,316,953,1269,495,211,161,490,719
2016,Eastern Washington,2769,961,1989,356,924,491,719,300,792,1092,449,202,129,381,658
2016,Texas-Arlington,2762,956,2249,307,942,543,780,495,990,1485,590,261,99,481,730
2016,The Citadel,2753,938,2242,363,1121,514,704,361,712,1073,489,281,99,439,770
2016,West Virginia,2749,943,2102,209,643,654,972,533,808,1341,510,343,93,497,819
2016,Ohio,2746,937,1993,296,767,576,759,271,937,1208,487,157,128,415,632
2016,Austin Peay,2740,945,2049,223,645,627,936,406,881,1287,479,250,101,502,633
2016,Xavier,2737,928,2054,255,702,626,857,415,945,1360,548,246,101,428,678
2016,USC,2737,982,2138,266,688,507,750,374,923,1297,504,215,181,415,590
2016,Arizona,2735,946,1970,221,580,622,863,371,954,1325,485,164,161,441,621
2016,Stetson,2729,962,2124,282,773,523,725,307,855,1162,519,215,83,418,614
2016,Omaha,2729,953,2023,202,599,621,833,321,776,1097,460,297,94,413,657
2016,Stephen F. Austin,2728,972,2032,269,741,515,701,385,767,1152,635,310,122,412,700
2016,Purdue,2726,960,2042,268,731,538,723,375,1024,1399,615,147,165,424,607
2016,Maryland,2725,943,1942,267,739,572,745,305,930,1235,491,209,194,460,605
2016,Morehead State,2720,974,2219,215,593,557,801,507,818,1325,533,304,83,465,859
2016,Buffalo,2709,915,2096,263,776,616,867,406,914,1320,441,240,124,475,748
2016,UC Irvine,2706,977,2128,241,652,511,752,344,1018,1362,568,217,198,470,707
2016,Louisiana,2706,931,2099,222,716,622,891,457,899,1356,433,218,123,425,635
2016,Notre Dame,2704,972,2042,262,700,498,671,365,859,1224,480,197,142,358,544
2016,Duquesne,2704,950,2056,322,883,482,698,326,960,1286,531,159,128,471,689
2016,Florida Gulf Coast,2703,1008,2106,186,527,501,778,391,974,1365,483,230,141,436,674
2016,Fort Wayne,2701,932,2017,354,863,483,671,321,872,1193,512,190,112,417,588
2016,Colorado State,2700,878,2067,326,896,618,861,425,910,1335,455,131,77,396,657
2016,Akron,2682,911,2111,409,1069,451,659,361,917,1278,507,190,137,381,618
2016,Hofstra,2681,914,2050,289,812,564,818,384,906,1290,510,215,108,406,542
2016,Florida,2677,930,2184,258,809,559,863,442,941,1383,481,235,153,404,700
2016,Columbia,2670,899,1986,336,893,536,745,348,845,1193,519,220,121,377,649
2016,Weber State,2662,909,1888,291,789,553,821,291,986,1277,481,177,121,462,612
2016,Siena,2659,929,1992,215,585,586,812,429,887,1316,492,210,155,546,714
2016,Michigan,2656,947,2048,342,901,420,569,275,841,1116,537,203,81,347,558
2016,Florida State,2652,948,2042,220,645,536,771,373,842,1215,453,243,139,441,656
2016,Chattanooga,2652,897,1963,262,729,596,811,361,845,1206,504,272,165,437,596
2016,Butler,2638,918,1969,236,601,566,774,342,798,1140,468,227,107,335,646
2016,Belmont,2638,914,1849,338,931,472,650,260,821,1081,544,145,81,450,639
2016,Georgia Tech,2635,965,2150,213,597,492,681,444,906,1350,487,158,151,403,643
2016,Miami (FL),2633,907,1895,241,643,578,772,314,851,1165,438,215,127,383,581
2016,UConn,2631,944,2079,255,699,488,615,316,935,1251,490,209,183,393,657
2016,Winthrop,2631,890,1869,285,768,566,756,277,841,1118,378,174,175,402,603
2016,Fresno State,2630,926,2126,219,638,559,805,387,869,1256,466,295,138,377,764
2016,N.J.I.T.,2629,911,2045,306,865,501,679,310,863,1173,562,227,93,449,673
2016,Iona,2628,919,2011,327,884,463,651,330,842,1172,551,248,135,422,642
2016,Virginia,2626,964,1963,224,556,474,630,303,833,1136,551,199,119,347,596
2016,Virginia Tech,2624,876,1953,200,575,672,964,344,840,1184,426,188,125,449,673
2016,Louisiana Tech,2624,915,1999,234,704,560,842,330,882,1212,463,247,142,412,597
2016,Baylor,2621,933,2003,210,572,545,752,448,778,1226,603,269,135,432,660
2016,UNC Wilmington,2620,928,2039,230,677,534,760,372,826,1198,438,246,143,375,793
2016,Hawaii,2620,893,1946,237,737,597,873,339,880,1219,525,257,124,443,695
2016,Western Kentucky,2620,925,1970,233,643,537,768,389,892,1281,463,151,139,451,610
2016,Milwaukee,2618,879,1927,306,842,554,718,299,854,1153,566,149,86,362,562
2016,Long Beach State,2613,896,2077,287,783,534,776,346,847,1193,532,226,90,430,722
2016,Davidson,2608,894,2022,317,892,503,661,295,816,1111,497,154,102,335,567
2016,UAB,2606,942,1971,250,672,472,654,353,881,1234,607,213,201,414,579
2016,San Diego State,2605,885,2100,222,687,613,892,425,1000,1425,405,210,207,467,648
2016,Old Dominion,2604,987,2227,159,528,471,691,470,953,1423,505,221,150,345,687
2016,Houston Christian,2604,899,1902,204,561,602,839,333,877,1210,471,183,134,505,644
2016,Memphis,2603,877,2124,206,635,643,890,420,928,1348,510,261,185,412,680
2016,LSU,2602,915,1990,203,620,569,856,353,841,1194,507,263,90,394,609
2016,Detroit-Mercy,2595,898,1929,244,651,555,795,352,776,1128,408,213,133,423,707
2016,South Dakota State,2591,877,1950,255,715,582,783,357,881,1238,381,169,84,399,670
2016,Lipscomb,2590,888,2017,331,921,483,695,322,857,1179,549,208,98,458,628
2016,Syracuse,2589,884,2082,315,876,506,736,414,853,1267,498,300,163,438,598
2016,Charlotte,2584,920,2066,266,696,478,685,351,793,1144,481,204,73,396,588
2016,South Carolina,2583,882,2040,216,614,603,883,450,870,1320,461,230,151,462,673
2016,Grand Canyon,2581,896,1979,210,583,579,835,416,880,1296,504,209,90,407,624
2016,UNLV,2581,887,2015,252,760,555,815,348,874,1222,499,266,168,465,700
2016,Providence,2577,881,2093,249,776,566,781,379,842,1221,550,229,123,397,591
2016,Saint Mary's,2576,951,1887,303,747,371,539,290,902,1192,584,169,120,335,540
2016,Colorado,2576,865,2029,252,647,594,809,426,968,1394,461,177,167,454,638
2016,Iowa,2561,906,2027,269,719,480,669,361,851,1212,523,223,155,339,538
2016,Fairleigh Dickinson,2558,929,2029,238,657,462,663,329,738,1067,472,250,87,423,721
2016,Tennessee-Martin,2554,888,2000,274,789,504,711,355,889,1244,425,203,70,425,609
2016,UTEP,2554,896,1926,223,618,539,809,283,874,1157,512,197,116,417,672
2016,Tennessee,2554,890,2116,251,767,523,721,409,845,1254,458,180,156,380,662
2016,Eastern Michigan,2553,875,1961,187,602,616,854,366,788,1154,379,312,122,425,674
2016,UNC Asheville,2552,898,1973,195,603,561,808,369,862,1231,422,312,112,444,587
2016,Sam Houston State,2551,876,2013,264,775,535,767,362,850,1212,575,188,57,400,742
2016,California,2545,890,1931,236,651,529,806,357,936,1293,431,139,159,415,706
2016,Middle Tennessee State,2539,909,2025,279,716,442,718,346,892,1238,455,215,123,420,700
2016,Army West Point,2537,894,2081,294,875,455,656,384,895,1279,499,163,123,447,628
2016,Wichita State,2535,867,2023,250,771,551,768,391,879,1270,489,255,125,347,705
2016,Southern,2534,909,2046,211,610,505,754,343,862,1205,381,258,123,392,680
2016,Canisius,2526,845,2014,285,836,551,744,371,705,1076,466,199,88,368,640
2016,Evansville,2526,879,1795,158,448,610,843,246,920,1166,595,178,147,426,601
2016,Fairfield,2522,875,1991,293,827,479,650,280,826,1106,503,213,135,427,633
2016,Seton Hall,2522,892,1999,206,594,532,808,422,907,1329,455,251,155,469,636
2016,Marquette,2517,884,1888,194,572,555,764,301,852,1153,533,258,137,485,620
2016,Stony Brook,2515,933,1992,220,598,429,637,410,865,1275,541,204,150,380,523
2016,Vanderbilt,2506,857,1879,273,714,519,747,291,936,1227,487,139,182,386,632
2016,Arkansas,2501,883,1992,216,544,519,748,336,785,1121,510,232,164,357,687
2016,Eastern Kentucky,2497,864,1760,258,653,511,700,262,709,971,494,218,95,457,665
2016,Central Michigan,2495,867,1964,324,917,437,608,310,805,1115,441,155,90,302,608
2016,Albany,2495,848,1850,188,587,611,814,367,868,1235,410,216,52,417,581
2016,Norfolk State,2494,813,1919,242,697,626,808,355,783,1138,411,191,174,423,712
2016,Little Rock,2487,886,1958,266,693,449,616,307,846,1153,451,230,106,364,637
2016,Furman,2487,847,1865,253,785,540,777,358,842,1200,424,217,115,468,622
2016,South Carolina State,2485,885,1955,201,589,514,716,326,778,1104,432,156,94,400,656
2016,Boston University,2483,859,1893,272,748,493,688,289,874,1163,456,204,129,467,641
2016,Portland,2483,868,2012,289,787,458,633,338,739,1077,425,208,128,389,697
2016,Toledo,2482,865,1881,263,722,489,655,285,832,1117,523,167,63,373,552
2016,NC State,2482,866,1999,207,595,543,777,428,831,1259,383,149,141,366,558
2016,Boise State,2480,842,1859,261,788,535,755,298,769,1067,430,209,64,371,622
2016,UCLA,2480,915,2016,200,551,450,651,378,854,1232,502,175,110,392,595
2016,Western Carolina,2479,851,1993,242,730,535,760,387,811,1198,427,275,110,485,705
2016,Ball State,2479,855,1919,305,818,464,670,320,920,1240,512,191,126,464,665
2016,Houston,2476,897,1926,215,618,467,662,394,776,1170,412,191,122,333,608
2016,Gardner-Webb,2476,871,2041,276,809,458,701,411,807,1218,442,265,113,439,666
2016,Pittsburgh,2476,878,1919,204,589,516,686,390,825,1215,547,162,121,384,582
2016,Northern Iowa,2475,849,1863,298,796,479,633,176,874,1050,429,204,94,357,560
2016,North Dakota,2474,876,1926,203,565,519,761,281,899,1180,439,257,90,435,693
2016,High Point,2473,884,1852,187,487,518,680,320,716,1036,493,256,94,341,559
2016,Louisiana-Monroe ,2471,896,1956,225,636,454,647,345,832,1177,481,198,113,420,596
2016,UNC Greensboro,2469,890,1997,296,815,393,579,309,827,1135,440,208,86,407,675
2016,Northern Illinois,2463,842,1970,238,681,541,791,389,895,1284,472,250,118,430,687
2016,Ohio State,2462,876,1995,219,655,491,718,358,933,1291,397,191,184,453,620
2016,Nebraska,2456,883,1976,220,634,470,644,350,801,1151,397,250,112,400,656
2016,Jackson State,2455,898,2208,243,781,416,659,441,921,1362,445,279,131,446,771
2016,Illinois,2452,861,1993,277,764,453,607,240,794,1034,462,199,65,357,585
2016,Richmond,2450,890,1848,240,674,430,651,240,761,1001,531,210,74,328,610
2016,Bucknell,2448,831,1788,233,639,553,774,301,801,1102,489,204,100,421,657
2016,Mercer,2446,871,1958,210,612,494,676,411,897,1308,509,174,85,431,588
2016,Jacksonville,2444,866,1985,278,715,434,640,329,865,1194,402,207,85,366,592
2016,South Dakota,2443,912,1954,201,565,418,596,271,773,1044,492,209,113,388,662
2016,Samford,2440,845,1857,177,548,573,798,321,770,1091,435,226,113,455,691
2016,Youngstown State,2437,870,2021,257,704,440,619,257,766,1023,467,219,80,386,571
2016,New Mexico,2432,829,1782,196,540,578,783,296,832,1128,462,180,130,488,657
2016,Georgetown,2430,820,1858,261,770,529,704,295,840,1135,492,180,146,442,755
2016,Elon,2429,865,1942,303,885,396,599,309,835,1144,488,176,72,411,607
2016,Texas A&M-CC,2428,838,1918,215,631,537,728,351,763,1114,421,306,149,419,700
2016,Rice,2427,813,1798,228,716,573,773,276,738,1014,418,204,89,419,562
2016,New Mexico State,2424,887,1919,179,537,471,696,402,964,1366,476,141,160,463,535
2016,Cincinnati,2418,851,1980,252,725,464,658,421,823,1244,508,257,192,364,513
2016,Tennessee Tech ,2416,792,1730,266,731,566,762,282,792,1074,442,159,119,383,600
2016,Coastal Carolina,2410,854,1909,244,716,458,689,367,906,1273,396,195,113,405,568
2016,St. Bonaventure,2409,812,1826,256,687,529,684,332,738,1070,418,184,132,356,602
2016,Portland State,2408,908,1904,167,519,425,645,302,749,1051,527,263,112,390,589
2016,Ole Miss,2405,796,1916,252,746,561,791,400,778,1178,412,242,100,386,636
2016,Cal State Bakersfield,2405,875,1939,179,524,476,726,396,833,1229,516,263,165,405,707
2016,James Madison,2405,830,1848,278,775,467,682,323,892,1215,406,139,97,379,612
2016,Texas Southern,2403,848,1853,222,657,485,769,390,818,1208,471,146,99,434,504
2016,Georgia,2401,799,1892,220,598,583,823,371,900,1271,424,164,174,448,703
2016,Bowling Green,2400,849,1913,203,563,499,761,330,869,1199,398,209,113,430,655
2016,Wright State,2399,856,1916,256,687,431,621,220,843,1063,478,193,75,397,770
2016,Longwood,2397,860,1899,227,650,450,636,330,827,1157,421,205,91,474,624
