year,team,pts,fgm,fga,3pm,3pa,ftm,fta,orb,drb,reb,ast,stl,blk,tov,pf
2011,Kansas,3084,1114,2193,271,710,585,862,431,990,1420,674,295,153,501,666
2011,Colorado,3025,1058,2237,230,618,679,873,411,880,1290,524,259,111,443,697
2011,Brigham Young,3012,1019,2267,312,865,662,865,394,979,1372,538,298,150,403,647
2011,Duke,2993,1040,2206,291,778,622,826,407,908,1315,529,269,162,444,656
2011,Oakland,2992,1052,2137,287,767,601,834,419,891,1310,568,216,192,471,643
2011,UConn,2967,1053,2429,234,711,627,822,514,1008,1521,534,259,228,456,643
2011,Iona,2922,1048,2200,298,795,528,804,393,855,1247,645,278,122,463,664
2011,Washington,2907,1061,2260,305,821,480,712,445,843,1288,593,234,179,424,707
2011,Arizona,2905,969,2064,296,745,671,899,364,883,1247,536,197,98,479,706
2011,North Carolina,2868,1044,2317,190,579,590,878,478,1012,1490,573,232,204,491,597
2011,VCU,2864,968,2228,339,917,589,824,401,830,1231,583,328,140,440,735
2011,Ohio State,2854,1017,2059,285,674,535,763,396,833,1229,587,263,118,374,519
2011,Kentucky,2845,1002,2183,281,707,560,789,407,943,1349,482,211,239,403,600
2011,Charleston,2821,1037,2173,306,835,441,595,377,829,1206,497,214,150,442,561
2011,Santa Clara,2810,909,2112,273,777,719,990,469,866,1334,487,275,116,526,785
2011,Belmont,2790,944,2045,327,865,575,781,399,773,1172,575,338,118,471,728
2011,Marquette,2782,973,2094,191,547,645,927,414,834,1248,574,265,134,447,622
2011,Missouri,2748,983,2145,245,669,537,727,370,746,1115,558,329,171,427,688
2011,Oregon,2737,972,2287,273,805,520,704,369,805,1173,545,321,103,471,711
2011,Long Island,2730,928,2009,229,635,645,999,441,855,1296,503,246,111,499,580
2011,Virginia Military,2726,935,2082,351,978,505,712,356,739,1095,462,269,141,407,609
2011,Butler,2707,919,2122,289,822,580,799,387,873,1259,452,226,61,407,715
2011,Texas,2701,954,2099,201,535,592,905,444,926,1369,485,207,183,419,616
2011,Wichita State,2690,954,2037,260,733,522,700,381,919,1300,572,212,144,454,672
2011,Saint Mary's,2684,946,1951,291,746,501,660,325,792,1116,561,243,112,378,598
2011,Creighton,2684,935,2034,280,759,534,732,342,942,1283,568,167,122,467,592
2011,Gonzaga,2684,932,1947,203,548,617,810,369,861,1230,542,254,132,466,649
2011,Florida,2667,968,2083,233,661,498,744,421,870,1291,521,221,131,449,545
2011,San Diego State,2660,991,2141,223,639,455,653,457,904,1360,499,227,170,395,542
2011,South Dakota,2632,939,2063,252,723,502,752,337,847,1184,487,221,94,416,577
2011,Kent State,2626,960,2177,202,602,504,754,429,835,1263,513,286,151,473,641
2011,Louisville,2623,949,2097,309,854,416,627,412,816,1227,608,327,175,452,670
2011,Oral Roberts,2615,925,1950,193,528,572,798,373,746,1119,446,195,100,449,712
2011,Ohio,2604,896,2060,260,734,552,769,378,790,1167,533,277,88,466,724
2011,Coastal Carolina,2597,930,1915,161,484,576,832,377,889,1265,521,227,153,433,517
2011,Boise State,2594,876,2002,237,689,605,838,340,728,1068,449,302,94,419,661
2011,Vanderbilt,2581,848,1853,263,708,622,837,343,849,1192,454,175,162,439,550
2011,Miami (FL),2579,872,1955,283,750,552,761,385,830,1214,416,203,124,486,650
2011,Richmond,2577,922,2007,287,735,446,649,319,839,1158,548,220,154,373,586
2011,Syracuse,2568,936,1983,222,628,474,713,389,825,1213,566,304,231,430,543
2011,Valparaiso,2564,948,2001,220,685,448,674,354,774,1128,553,272,95,469,671
2011,New Mexico,2562,877,1920,226,654,582,817,381,843,1223,535,211,116,466,668
2011,Notre Dame,2558,843,1832,273,708,599,827,338,846,1184,563,156,128,352,515
2011,Cleveland State,2556,859,1980,237,695,601,822,345,789,1133,427,269,97,408,718
2011,Washington State,2550,902,1982,240,682,506,714,296,834,1130,466,239,136,441,612
2011,La Salle,2536,923,2070,208,571,482,680,410,779,1188,496,245,132,511,615
2011,Maryland,2536,932,1980,151,434,521,770,389,830,1219,557,222,150,442,549
2011,South Dakota State,2533,884,1901,276,672,489,672,337,693,1029,471,189,82,304,567
2011,Akron,2524,892,2073,283,785,457,649,325,825,1150,520,240,129,427,692
2011,Memphis,2524,891,1975,210,639,532,782,373,782,1155,512,297,183,527,710
2011,North Texas,2516,831,1735,179,474,675,900,281,788,1069,407,139,77,438,598
2011,East Tennessee State,2515,873,1924,189,540,580,856,376,850,1226,390,243,137,470,661
2011,Pittsburgh,2514,886,1866,202,512,540,805,440,835,1275,595,160,111,387,608
2011,Ole Miss,2513,868,1964,260,740,517,684,377,765,1142,415,180,180,434,638
2011,Austin Peay,2510,899,1960,186,517,526,773,397,759,1156,484,292,142,480,624
2011,UNC Asheville,2506,881,1950,168,515,576,810,369,775,1143,492,310,151,504,664
2011,Texas State,2506,866,1930,185,579,589,877,382,757,1138,440,247,104,485,699
2011,Wofford,2502,883,1853,197,493,539,778,356,708,1064,487,227,86,398,653
2011,Marshall,2499,854,1887,188,583,603,888,411,823,1233,439,166,122,448,671
2011,Duquesne,2494,872,1905,256,712,494,794,358,691,1048,571,317,170,421,616
2011,Long Beach State,2489,862,1931,219,636,546,812,365,813,1178,453,204,71,487,550
2011,Rider,2486,894,1916,263,672,435,670,324,814,1138,481,205,151,458,597
2011,Kansas State,2477,849,1939,237,631,542,828,436,746,1181,474,208,154,486,692
2011,George Mason,2474,876,1861,227,574,495,718,323,776,1099,483,224,110,373,581
2011,Alabama,2473,930,2066,152,510,461,652,411,831,1241,454,351,190,507,672
2011,UTEP,2470,878,1886,199,547,515,769,261,854,1115,538,237,133,432,645
2011,Purdue,2466,875,1957,235,645,481,673,339,785,1124,538,211,141,350,604
2011,Lamar,2463,846,1961,234,650,537,782,428,743,1171,437,246,111,454,691
2011,Tennessee Tech ,2462,890,1863,152,437,530,799,351,783,1134,462,279,72,531,665
2011,Northwestern State,2462,832,1877,211,612,587,922,411,694,1105,426,293,225,541,735
2011,Detroit-Mercy,2459,849,1832,168,477,593,863,374,791,1164,405,251,165,507,640
2011,Little Rock,2457,825,1938,242,615,565,819,330,783,1113,433,212,89,425,739
2011,Utah State,2449,840,1788,206,562,563,764,335,878,1213,500,162,110,393,591
2011,McNeese State,2446,831,1904,226,640,558,749,354,739,1093,370,214,102,399,642
2011,Missouri State,2444,842,1858,242,644,518,710,333,764,1096,464,171,103,361,607
2011,Northwestern,2441,853,1896,319,857,416,570,272,675,947,568,226,109,320,583
2011,Western Michigan,2440,875,1974,195,559,495,708,408,798,1206,442,199,118,455,658
2011,Boston College,2440,856,1852,306,802,422,583,304,731,1035,517,167,86,373,503
2011,Providence,2426,854,2012,212,673,506,756,426,736,1162,399,250,142,403,539
2011,Dayton,2413,851,2079,243,684,468,691,433,873,1306,525,171,105,468,698
2011,Illinois,2413,894,1910,232,600,393,539,311,802,1112,568,188,152,425,597
2011,Morehead State,2412,851,1874,204,601,506,751,432,783,1214,424,300,110,516,653
2011,Cincinnati,2412,848,1939,220,651,496,742,408,752,1160,497,258,129,387,602
2011,UC Irvine,2411,798,1892,239,675,576,784,295,799,1094,390,213,57,412,691
2011,Temple,2400,868,1943,206,583,458,656,347,793,1140,511,231,156,363,538
2011,Buffalo,2399,879,1863,206,548,435,668,376,763,1138,478,268,183,514,645
2011,Iowa State,2395,870,1993,275,747,380,527,324,792,1115,480,216,118,398,524
2011,Davidson,2392,819,1887,258,750,496,677,382,757,1139,425,162,98,452,729
2011,California,2391,820,1779,169,481,582,838,296,802,1098,493,188,84,447,588
